文本,正向情感比率,負向情感比率,情感分數
哇 還 有人 能 幫 這 咖 護航 奇觀,0.1111111111111111,0.0,1.25
恰吉 我 記 得 不 是 文組 的 中 興 應 數 好 像 xd,0.06666666666666667,0.0,1.45
神奇 的 是 幫 他 護航 就 算 了 居然 是用 他,0.08333333333333333,0.08333333333333333,2.2
非 專業 資訊 不 對 等 來 說嘴,0.125,0.0,1.35
外行 領導 內行 亂 嘴 一 通 才 是 最為 可悲,0.09090909090909091,0.2727272727272727,3.05
最該 譴責 的 行 為,0.0,0.2,0.5
有種 比 開房 間 啊 看 誰 電爆 誰,0.1111111111111111,0.0,1.4
垃圾 黨,0.0,0.5,0.30000000000000004
恰吉抿嘴 經典 表情,0.0,0.0,0.0
哪 區 選出 來 的自 己 載 回 去 丟 好 嗎 丟臉,0.07692307692307693,0.07692307692307693,1.95
太狂 了,0.0,0.0,0.0
廢物 還 有 一 堆人 投真 他媽的,0.0,0.2857142857142857,0.575
洪 洗白 啦,0.0,0.0,0.0
不 是 專業 或 知識 不 對 等 不 是 應 該 在 質疑 前 就先 查,0.11764705882352941,0.058823529411764705,3.4
證 嗎 需要 台大 醫院 的 時 候 就 緊 巴 著 不放 要 政,0.0,0.0,0.0
治 鬥爭 的 時 候 台大 醫院 就 又 變 成 一 堆 弊端,0.0,0.14285714285714285,0.95
民進黨 再 說 只 是 個人 行 為 啊,0.0,0.0,0.0
不用 葉克膜 人 死 了要 誰 去 賠 啊,0.0,0.1111111111111111,0.050000000000000044
讓 病人 去 死 就 對 了,0.14285714285714285,0.2857142857142857,2.1500000000000004
唯一 支持 王 世 堅 代 表 民進黨,0.125,0.0,1.55
開房 間 不要 臉 髒 東西,0.0,0.3333333333333333,2.3
真 是夠 了 整 個黨 都 讓 人 作嘔 做人 的 下,0.0,0.08333333333333333,0.4
限 在 哪,0.0,0.0,0.0
你們 柯文哲 跟 洪浩 雲 不懂 葉克膜 吧 有 很 複,0.0,0.0,0.0
雜 嗎,0.0,0.0,0.0
算 房間 錢 比較 會 的 咖,0.0,0.0,0.0
世 堅 看來 是 想進 逼 姚文 留下 的 立委 位置,0.0,0.0,0.0
繼 續 努力 中,0.25,0.0,1.45
傻眼 醫生 才 最 專業 的 好 嘛,0.125,0.125,2.2249999999999996
這 種 不 叫 抹黑 什麼 叫 抹黑,0.0,0.25,1.1
笑死 不 唸書 臉皮 厚 當 立委 敢 跟 醫師,0.1,0.0,1.1
唬 爛 葉克膜,0.0,0.3333333333333333,0.44999999999999996
王 世 堅 怎麼 上 的,0.0,0.0,0.0
有夠 沒水 準 跟 綠粉 一樣,0.0,0.0,0.0
小時 不 唸 書長 大 當 dpp 民代,0.0,0.0,0.0
xdd,0.0,0.0,0.0
看 他 質詢 就 知道 他 是 什麼 貨色 了,0.1,0.0,1.1
最 廢 的 是 他們 一 直 想要 把 捐 器官 的 事,0.0,0.0,0.0
情 誘 導 回 台灣 結 果 回到 主場 還是 什,0.0,0.0,0.0
麼 證據 都 調 不 到 還 缺少 了 跨國 和 極,0.0,0.08333333333333333,0.65
權 的 朦朧感 這 種 行 為 無疑 是 自爆 啊x,0.0,0.0,1.0
d,0.0,0.0,0.0
反而 他 一 直 罵 的 人 還 抱怨 過 台灣 太 濫,0.0,0.07692307692307693,0.44999999999999996
用 葉克膜 做 無效 醫療 但是 同時 也 說,0.0,0.1111111111111111,0.8
不用 那些 人 都 是 會 死 的 所以 王 覺得,0.0,0.09090909090909091,0.050000000000000044
人 死掉 比 較好 就是了,0.0,0.0,0.0
現 在 很奇 怪 一 堆 學店 的 談 第一 志 願 科系 的,0.07142857142857142,0.07142857142857142,1.85
東西,0.0,0.0,1.0
王 在 議員 的 表現 到 底 是 如何 啊,0.0,0.0,0.0
為啥 一 個 不 尊重 專業 的 可以 嚷嚷 講話 這,0.09090909090909091,0.0,1.45
看 他 質詢 普普 在外 表現 也 普普 真心 不,0.3,0.0,3.55
麼 囂張 台灣 真的 不缺 這 種人,0.0,0.14285714285714285,0.575
懂 為什麼 他 能 繼 續 連任,0.0,0.0,0.0
哈哈 哈 文組 被 嗆 了 吧,0.2857142857142857,0.0,2.5999999999999996
醫學 門 外 漢 挑戰 醫學 專業 阿不 就 很 厲害,0.18181818181818182,0.0,2.875
辛苦 了 世 堅 這 要 也 能 凹,0.0,0.1111111111111111,0.8
議員 水準 太 低,0.0,0.0,0.0
垃圾,0.0,1.0,0.30000000000000004
開房 堅 就 是 個 北七,0.0,0.0,0.0
他 以為 是 ok 繃 是 不 是,0.0,0.0,0.0
跟 民進黨 百 分 之一萬 無關 我 是 不信 啦,0.0,0.2,1.7249999999999999
民進黨 王 世間 跟 民進黨 沒關 係,0.0,0.0,0.0
希望 王 世 堅 身體 健康 萬事 如意 做 這 種 缺,0.25,0.0,4.2
德事 之前 應 該 有 想 過有 天 自己 會 不會 用到,0.08333333333333333,0.08333333333333333,1.8
小丑 王 世 堅,0.0,0.0,0.0
缺德 政 客滿 街 跑 明 年 還是 會 看到 智力 測 驗,0.07692307692307693,0.07692307692307693,1.55
每 次 都 過不了,0.0,0.0,0.0
你 有 樁 腳 女兒 嗎 沒有 就 閉嘴,0.0,0.1111111111111111,0.8500000000000001
鬼娃 哪 懂 醫學,0.0,0.0,0.0
垃圾 dpp 的 豬隊友,0.0,0.25,0.30000000000000004
就 一 堆 無知 不讀 書 整 天 質疑 專業 的,0.0,0.18181818181818182,1.3
開房 間 次數 太 頻繁 gg 需要 使用 葉克膜,0.0,0.0,1.0
文組 跟 三 類 戰 可悲,0.0,0.16666666666666666,0.4
哈哈 又 要 生 七七 了,0.16666666666666666,0.0,1.4
這 不 就 是 不 尊重 專業 嗎,0.125,0.0,1.45
去 你 的 廢物 dpp,0.0,0.2,0.475
知道 是 錯 的 還 講出 來,0.14285714285714285,0.14285714285714285,1.6
噁心,0.0,1.0,0.30000000000000004
一 個 正常 的 醫師 選市 長 他 x 的 釣出 一 堆 心理,0.07142857142857142,0.0,1.2
變態,0.0,1.0,0.17500000000000004
不 是 跟 dpp 沒關 係 嗎 怎麼 又 在 打,0.0,0.09090909090909091,0.55
那 票 大概 都 自以為 久 病 成 密 醫 的 臭 嘴,0.0,0.07692307692307693,0.7
真是 亂 源,0.0,0.3333333333333333,0.65
開房 間 只 可以 騙 老人,0.0,0.16666666666666666,0.6
秀 xx 真是 不要 x,0.0,0.2,0.75
建商 跟 人 談 葉克膜 的 使用,0.0,0.0,0.0
幹,0.0,1.0,0.0
希望 王 世 堅 長 命 百 歲 終生 都 用 不 到 葉克膜,0.07142857142857142,0.0,1.5
鬼娃 開房 姦 還是 去 專 研 跳水 比較 適合,0.1,0.0,1.15
真蠢 去 嘴人 家 專業 醫療,0.0,0.0,0.0
政 客 說 醫療,0.0,0.0,0.0
唉 為 了 選 舉,0.0,0.0,0.0
政 客 應 該 停下 腳 步 聽聽 自己 的 幹話 有 多,0.0,0.0,0.0
白癡 白癡,0.0,1.0,0.6000000000000001
以後 這些 人生 病 記 得 去 找 名嘴 別,0.0,0.0,0.0
找 醫生,0.0,0.0,0.0
笑死 沒讀 書 在 那邊 跟別 人 硬 拗 可憐,0.1,0.1,1.75
我 絕對 不會 跟 高 明 的 醫師 為敵 誰 無,0.0,0.09090909090909091,1.75
生 老 病死 跟 醫師 交 朋友 都 來 不及 了,0.09090909090909091,0.09090909090909091,1.75
笑死 鬼娃 恰吉,0.3333333333333333,0.0,1.1
垃圾,0.0,1.0,0.30000000000000004
所以 為 啥 編 預算 一定 要 多 編 拼命 用完,0.09090909090909091,0.0,1.05
就 是 因 為有 不 專業 的 議員 嘛,0.0,0.0,0.0
乖乖 去 摩 鐵 就 不會 被 別人 電 了,0.1,0.1,2.075
民視 ㄧ樣 拿 這 套 去 說 xd 那些 反 應 超好,0.0,0.0,0.0
阿北 太 貪心 了 每 個 都 想 救,0.1111111111111111,0.1111111111111111,2.55
小丑,0.0,0.0,0.0
抓到 了 葉克膜 用 不到 七 年 就 汰換 浪費 公,0.0,0.09090909090909091,0.65
外行 硬要 鬧,0.0,0.3333333333333333,0.7
帑 叭叭,0.0,0.0,0.0
優質 的 選民 還是 會 讓 開房 堅 連任 的 啦,0.09090909090909091,0.0,1.55
1124 滅 東廠,0.0,0.0,0.0
這 樣說 跟 dpp 沒關 係,0.0,0.0,0.0
電爆 開房 姦,0.0,0.0,0.0
開房 堅 講 保 險 套 我 還 信 談 葉克膜 別 笑死人,0.0,0.0,0.0
他 選區 是 哪裡 的 怎麼 會 選出 這 種人 啊 該,0.0,0.0,0.0
讓 這 個 選區 紅 一下,0.0,0.0,0.0
這 不 是 自己 找死 嗎,0.0,0.0,0.0
洪浩 雲 別 想 洗白,0.2,0.0,1.05
恰吉 快 回家吧 乖,0.0,0.0,0.0
民進黨 不要 臉 無 極限,0.0,0.2,0.75
丟人現眼,0.0,1.0,0.35
dpp 操 你 媽的,0.0,0.5,0.55
到 底 誰 投 這 咖的,0.0,0.0,0.0
難 怪 柯 不 相信 洪 的 說法,0.125,0.125,2.15
選 這 種 小丑 的 人 智 商 到 底 多 高,0.0,0.0,0.0
就算 多 用 了 扯 醫德 不 好 民進黨 真的 該 倒,0.08333333333333333,0.0,1.45
真的 是 夏 夕 夏景,0.0,0.0,0.0
xddddddddddddddddddddddddddddddddddd,0.0,0.0,0.0
請 先 不要 抹黑 再 來 問 柯 相 不 相信,0.09090909090909091,0.18181818181818182,2.85
dpp 議員 也 變 成醫 療 專家 抹黑 能力 很 強 耶,0.3333333333333333,0.08333333333333333,5.8999999999999995
看 一下 以前 硬碟 的 價格 好 嗎,0.125,0.0,1.45
丟臉,0.0,1.0,0.5
xd 的確 啦 一般人 可能 搞 不懂 這 個,0.1111111111111111,0.0,1.05
他 只 會 比 那 個 手 勢 嗎,0.0,0.0,0.0
王 真的 北七 以為 自己 很 懂,0.0,0.0,0.0
低能 恰吉,0.0,0.5,0.4
笑死,1.0,0.0,1.1
唉 這 不 就 是 不 尊重 專業 嗎,0.1111111111111111,0.0,1.45
法 克 膜 xdddddd,0.0,0.0,0.0
我 就 不 相信 dpp 敢 切 割 王 室 姦,0.09090909090909091,0.0,1.55
蔡璧如 這 種 角色 還 需要 我 出手,0.0,0.0,0.0
笑死,1.0,0.0,1.1
笑話,1.0,0.0,1.2
幹 真的 一 堆 嘴砲 被 電 活 該,0.0,0.1111111111111111,0.0
原 來 摩 鐵 專家 也 略懂 葉克膜,0.125,0.0,1.3
世 姦 原 來 話題 不 是 摩 鐵 啊,0.0,0.0,0.0
在外 科 醫師 面 前 誒 還是 去 開房 間 吧,0.0,0.0,0.0
班門 弄斧 現 代 版,0.0,0.0,0.0
白痴 間 真的 是 有夠 憨,0.0,0.16666666666666666,0.35
恰吉 跟 847 很 配,0.0,0.0,0.0
他媽的 尊重 專業 很難 開房 間 跳海 專業 管 三,0.1,0.1,1.5499999999999998
小 醫學,0.0,0.0,0.0
原 來 世 姦 不 是 dpp 的 耶 一 直 誤會 他 了 艘,0.06666666666666667,0.06666666666666667,2.1
比 開房 奸 一定 沒 人能 超越,0.14285714285714285,0.0,1.375
開房 間 專業 不 是 開房 間 嗎,0.0,0.0,0.0
投票 給 這 種人 不覺 得 可恥 嗎,0.0,0.125,0.35
dpp 最 不會 惡意 抹黑 海 珊 最 不 愛 打仗,0.09090909090909091,0.36363636363636365,4.05
就 柯 p 說 的 不讀 書 不 尊重 專業 沒有 良,0.16666666666666666,0.08333333333333333,3.65
為 了打 而 打,0.0,0.25,0.55
現 在 都 是非 醫生 的 人 在 談 醫療 啥 鬼,0.0,0.0,0.0
智障,0.0,1.0,0.44999999999999996
原 來 民進黨 也 沒有 什麼 下限 呢,0.0,0.125,0.8500000000000001
民進黨 一 年 內 動 台大 兩 次 可以 死 了,0.0,0.09090909090909091,0.050000000000000044
dpp 沒 介入 呵呵,0.25,0.0,1.25
王 世 堅 下 地獄 吧,0.0,0.16666666666666666,0.55
dpp 和 dpp 無關,0.0,0.25,0.8999999999999999
阿 奸 最 喜歡 用 似 是 而 非 資料 修理 人,0.08333333333333333,0.08333333333333333,2.45
反 正 冥嘴 都 很 懂 夜克謨 啦 dpp 以後 快 死 了,0.07692307692307693,0.07692307692307693,1.45
記 得 都 去 找 這些 冥嘴 裝 囉,0.0,0.0,0.0
dpp 噁心 啊,0.0,0.3333333333333333,0.30000000000000004
不 尊重 專業 不讀 書 沒 良心 的 垃圾,0.2222222222222222,0.1111111111111111,3.0
這些 垃圾 只是 體 現 了 台灣 視 專業 如 糞 土,0.0,0.08333333333333333,0.30000000000000004
的 根性,0.0,0.0,0.0
祝 你們 這些 抹黑 的 垃圾 以後 不會 需 要用,0.0,0.3,1.6
到 葉克膜,0.0,0.0,0.0
dpp 最 不會 惡意 抹黑 了 習大 大 最 民 主 了,0.0,0.25,1.75
懂不懂 實證 醫學,0.0,0.0,0.0
沒辦法 綠吱 喜歡 這 一 味,0.16666666666666666,0.16666666666666666,2.3
你 要 政 治 小丑 懂 醫學 專業 太 難 了,0.0,0.0,0.0
笑死 xddd 抹 不 黑 改 亂 咬 葉克膜 使用 的 多,0.08333333333333333,0.08333333333333333,1.75
名嘴 政 客 嗆 全國 最 懂 葉克膜 的 醫生,0.0,0.0,0.0
再 切 割 啊 洽 擠 是 不 是 ddp 的,0.0,0.0,0.0
笑死,1.0,0.0,1.1
電 爛,0.0,0.5,0.44999999999999996
民進黨 最好 祈禱 他們 一 輩子 都 不會 用,0.1111111111111111,0.1111111111111111,2.2
到 葉克膜,0.0,0.0,0.0
廢物,0.0,1.0,0.475
民進黨 真的 該 去 死一死 了,0.0,0.0,0.0
垃圾 dpp,0.0,0.5,0.30000000000000004
沒 專業 就 不要 亂講話 政 客 就 是 噁心,0.0,0.3,1.7
攻擊 別人 的 專業 是 多麼 愚蠢 的 事 情,0.0,0.2,1.1
原 來 世間 情 也 懂 葉克膜 厲害,0.125,0.0,1.575
王 世 堅 一 個 被 從政 耽擱 的 醫學 大師,0.0,0.0,0.0
因為 不 是 在 質訊台 上 不能 靠 大聲 講 贏 xdd,0.08333333333333333,0.16666666666666666,3.2
柯黑 最 愛 的 世間 情,0.16666666666666666,0.0,1.7999999999999998
所以 智障 56 要 說 王 世 堅 跟 dpp 其 實 沒關 係 嗎,0.0,0.06666666666666667,0.44999999999999996
葉克膜 是 救人 的 東西 就算 用 多 又 如何,0.0,0.0,1.0
開房 堅 這 種 咖洨 台灣 悲歌,0.0,0.0,0.0
表 示 更多 生 命 被 搶 救 阿,0.0,0.0,1.0
這 太 牽強 了 只 會 看數 據 的 娃娃,0.0,0.0,0.0
台灣 就是 有 這些 敗類 請 簽 署 你 不 使用 葉克膜,0.0,0.0,0.0
急救 謝謝,0.5,0.0,1.4
2 個 人 都 不 喜歡 只 能 給噓,0.1111111111111111,0.0,1.5
他 只 會 x 樁 腳 女兒,0.0,0.0,0.0
寄 去 問 洪耀 福 阿 問 他 dpp 的 是 在 胡說 啥,0.0,0.07142857142857142,0.6
智障 6 一波,0.0,0.3333333333333333,0.44999999999999996
逐漸 看懂 這些 政論 綜藝 秀 就 是 基 於,0.0,0.0,0.0
對立 來 獲 取 收視 的,0.0,0.16666666666666666,0.6
一 堆 名嘴 這麼 厲害 先 去 考 醫學 系 拉 唸搞,0.08333333333333333,0.0,1.575
沒有 對立 題材 就 自己 創造,0.16666666666666666,0.3333333333333333,2.75
都 唸 不 太 出來 了,0.0,0.0,0.0
拿 win 10 比 win 95 說 95 廢 的 概 念,0.0,0.0,0.0
真的 有夠 智障,0.0,0.3333333333333333,0.44999999999999996
世間 談 醫療 搞笑 節目 嗎,0.16666666666666666,0.0,1.375
有夠 北七,0.0,0.0,0.0
原 來如此 開房 堅 是 葉克膜 專家 啊,0.125,0.0,1.3
dpp 再 切 割 啊 操,0.0,0.16666666666666666,0.25
一 堆 民代 跟 律師 都 變 成 葉克膜 專家,0.1,0.0,1.3
瞎 講 權威 是 專業 認 證 裝 什麼 懂,0.0,0.0,0.0
王 不然 我們 來 聊聊 開房 間 好 了,0.1111111111111111,0.0,1.45
幹 這 提 供 資料 的 試 挖洞 給 他 跳 吧 好笑,0.07692307692307693,0.07692307692307693,1.3
還 好 有 醫生 在 不然 洽 吉就,0.125,0.0,1.45
廢到 笑,0.5,0.0,1.45
就 跟去 摩 鐵 開房 間 一樣 吧 我 魯蛇 人 可,0.0,0.0,0.0
以 帶 幫 qq 你 越 跟 摩 鐵人 員 熟悉 入 住 時,0.07142857142857142,0.0,1.1
後 要 拿到 鑰匙 所 花 費 的 時間 會 越來越 短,0.0,0.0,0.0
第一 次 去 跟 已 是 常 客 的 待遇 當然 不同 你,0.07692307692307693,0.0,1.05
是 摩 鐵 專家 這樣 的 邏輯 不懂 嗎,0.2222222222222222,0.0,2.35
成衣 業 者 一 臉 我 身 旁 這 個 是 重 度 智障 嗎,0.0,0.06666666666666667,0.44999999999999996
這 件 事 跟 民進黨 無關 會 這樣 想 的 是 白痴 吧,0.07692307692307693,0.15384615384615385,2.3
表情 dd,0.0,0.0,0.0
好慘 專門 來 被 電,0.2,0.0,1.05
更正 一下 我 魯蛇 沒 人 可以 帶,0.0,0.0,0.0
有種 來比 開房 間 阿,0.2,0.0,1.4
開房 堅 xdddddd,0.0,0.0,0.0
王 真是 廢到 笑,0.25,0.0,1.45
開房 堅,0.0,0.0,0.0
恰吉 賣 業配 買 多少,0.0,0.0,0.0
恭賀 民粹黨 正式 超越 狗民黨 只有 更 爛,0.25,0.125,2.925
你們 這些 人 不要 需要 葉克膜 的 時 候 又 去,0.0,0.09090909090909091,0.75
跪 醫生,0.0,0.0,0.0
非 專業 亂講話 被 打臉 了,0.0,0.16666666666666666,0.65
就 說 這 是 民進黨 打 的 還 敢 切 割 啊,0.0,0.08333333333333333,0.55
指控 柯 活摘 器官 跟 dpp 無關 開房 堅 不 是 dpp 的,0.0,0.15384615384615385,1.45
真的 是 文組 誤國,0.0,0.0,0.0
恰吉 被 打臉 剛 好 而已 xd,0.14285714285714285,0.0,1.45
王 世 堅 到 底 是 誰 選 的,0.0,0.0,0.0
蠢,0.0,1.0,0.5
會 以為 跟 民進黨 無關 的 人 八成 也 是 智障,0.0,0.18181818181818182,1.3499999999999999
白痴 就 算是 個 偷吃 的 醫生 智 商 也 是 屌 打 議員,0.0,0.14285714285714285,0.9
4 姦 有種 來比 誰 幹 比較 多 樁 腳 的 女兒 啊,0.07692307692307693,0.07692307692307693,1.4
悲哀 這 種人 還是 會 當選,0.0,0.16666666666666666,0.4
真的 很 愛亂 扯,0.0,0.0,0.0
奇怪 這些 名嘴 政 客 還 真的 以為 查查 資料,0.0,0.1,0.8
哦 那 個 外遇 醫生 八卦 就 愛 這 味,0.1,0.1,2.4
開房 間 都 出來 指控 了 民進黨 還 敢 說 他們 是 受,0.0,0.07692307692307693,0.55
害者 無關 有人 信 嗎,0.0,0.2,0.8999999999999999
就 可以 鬼扯 這些 專業 的 東西 嗎,0.0,0.0,1.0
連 葉克膜 沒 這麼 複雜 這麼 話 都 屁 的 出來,0.0,0.09090909090909091,0.8
白痴 不懂 專業 這 種人 再 選上 台灣 很 悲哀,0.0,0.2,0.75
選 這 種 民代 的 根本就是 智障 嘛,0.0,0.125,0.44999999999999996
阿 姦 每 次 被 打臉 就 那 付 低能 嘴臉,0.0,0.09090909090909091,0.4
每 次 被 電 就 一 個 78 臉,0.0,0.0,0.0
台灣 聰明 人 這麼多 怎麼 當 議員 的 都 腦殘,0.1,0.0,1.5
說 個 笑話 民進黨 跟 這 次 事件 無關,0.1111111111111111,0.1111111111111111,2.0999999999999996
真的 智障 奸,0.0,0.3333333333333333,0.44999999999999996
台灣 就 是 被 這些 沒 專業 的 政 客 搞爛 的,0.0,0.0,0.0
不懂 專業 又 不 做功 課 愛 講話 被 電 剛,0.09090909090909091,0.0,1.7999999999999998
1124 滅 藍綠 只 藍綠 就 投廢票,0.0,0.0,0.0
民進黨 柯黑 太多 還 想 切 割,0.14285714285714285,0.0,1.05
前 陣子 名嘴 和 政 客 也 比 建 築 師 懂 建 築,0.0,0.0,0.0
旅館 系 的 跟 醫學 系 的 談 醫療,0.0,0.0,0.0
法規 和 建 築 圖 呢,0.0,0.0,0.0
裡 面有 成衣 業 者 噓 一 個,0.0,0.0,0.0
文組,0.0,0.0,0.0
這 是 847 那 小丑 po 過 的 那 張 資料 嗎,0.0,0.0,0.0
笑死 跟 醫生 辯 這 個,0.16666666666666666,0.0,1.1
台灣 最 聰明 的 人 都 在 台大 醫院 笑,0.2,0.0,2.95
唉 這 幾 天 看 名嘴 跟 醫生 的 戰爭 覺得 現,0.0,0.08333333333333333,0.5
實 真 殘酷,0.0,0.3333333333333333,0.19999999999999996
真 以為 自己 是 葉克膜 權威 喔,0.0,0.0,0.0
低能兒,0.0,1.0,0.4
這些 人 到 底 有 多 喜歡 被 洗臉 xdddd,0.1,0.0,1.5
被 電爆,0.0,0.0,0.0
王 就 草包 啊,0.0,0.0,0.0
這 個 王 世 堅 每 天 練 笑話 ㄐㄧㄡㄏㄠㄌㄜ,0.1,0.0,1.2
嘻嘻 太 楊 月 亮,0.2,0.0,1.5
這 種 爛 餌 也 咬 1124 xxx,0.0,0.125,0.44999999999999996
怎麼 會 有 這麼多 人 妄想 評論 醫學 阿,0.0,0.1111111111111111,0.55
丑角 只 會 移 花 接 木 被 電爆 理所當然,0.1,0.0,1.25
是 在 監 督 市政 還是 市 長 啊,0.0,0.0,0.0
支持 愛 吃 拉麵 的 醫生,0.3333333333333333,0.0,3.3499999999999996
真的 覺得 台灣 很 悲哀 這 種人 竟然 能 當選,0.0,0.2,1.35
所以 洪耀 福 說 打 葉克膜 跟 dpp 無關,0.0,0.2222222222222222,1.45
格 特 曼 跟 民進黨 沒關 係 議員 抹黑 都 算 格,0.0,0.08333333333333333,0.55
xddd,0.0,0.0,0.0
特 曼 的,0.0,0.0,0.0
1124 滅 東廠 恰吉 這 種 智 商 不忍 噓,0.0,0.1,0.8500000000000001
又 不 是 討論 開房 非 專業 的 惦 惦 好 嗎,0.08333333333333333,0.0,1.45
在 關公 面 前 耍 大 刀 還 砍到 自己 的 腳 阿,0.0,0.0,0.0
dpp 還 想 切 割 嗎 當 人民 白癡 嗎,0.1,0.1,1.35
超 丟臉 被 電 了 吧,0.0,0.16666666666666666,0.5
只 會 去 汽車 旅館 的 議員 談 醫療,0.0,0.0,0.0
文組,0.0,0.0,0.0
阿貓 阿 狗 在 討論 專業 問題 丟人現眼,0.0,0.25,1.2000000000000002
覺青 最 愛,0.3333333333333333,0.0,1.7999999999999998
可以 幫 他 腦子 接 一下 葉克膜 嗎,0.0,0.0,0.0
87 咖 也 有人 選 悲哀 至極,0.0,0.14285714285714285,0.4
文組 閉嘴,0.0,0.0,0.0
別 來 沾 邊,0.0,0.0,0.0
1124 打 垮 民進黨,0.0,0.25,0.55
哈哈 亂 抹 屎 被 醫生 電 丟臉 哈哈 哈哈,0.3,0.2,5.35
丟人現眼,0.0,1.0,0.35
旁邊 朱 學 恆 都 一 副 聽 不下 去 想 笑 的 表情 了,0.13333333333333333,0.06666666666666667,3.35
他 還 有 本事 掰,0.0,0.0,0.0
直 接 戰 專業 我 傻眼,0.0,0.16666666666666666,0.7749999999999999
1124 滅 東廠,0.0,0.0,0.0
真的 醫生 不要 嗆 你 的 命 在 他 手 上,0.0,0.09090909090909091,0.75
視 殲 有夠 廢 就算 談 motel 你 也 輸 洪 是 還能,0.0,0.07692307692307693,0.5
垃圾 藍綠 幹,0.0,0.6666666666666666,0.30000000000000004
看到 成衣 業 者 就 噓,0.0,0.0,0.0
洽吉 還是 開房 間 吧,0.0,0.0,0.0
有種 來比 開房 間 次數 啊,0.16666666666666666,0.0,1.4
操弄 數據 的 無知 垃圾 搞 的 選 舉 用來越 臭,0.0,0.2727272727272727,1.65
再說 跟 民進黨 沒關 阿 垃圾 黨,0.0,0.14285714285714285,0.30000000000000004
垃圾 文組 真的 只 會 亂扯,0.0,0.3333333333333333,1.025
看到 洽吉 被 電 94 爽,0.16666666666666666,0.0,1.55
完全 沒有 專業 也 沒 做功 課 低能 到 不 行,0.0,0.18181818181818182,1.25
不意 外,0.0,0.0,0.0
洪耀 福 別 抹黑 民進黨 葛 特 曼 與 民進黨 無關,0.0,0.18181818181818182,1.45
不讀 書 不 相信 專業 沒有 良心,0.2857142857142857,0.14285714285714285,3.6500000000000004
無關 然後 放任 下 面 的 一 直 抹 x 你 的 dpp,0.0,0.15384615384615385,1.4
等待 器官 病人 在 這 島 是 不 是 要 被 名嘴 們 害,0.0,0.07142857142857142,0.75
死 嗎,0.0,0.5,0.050000000000000044
這 智障 咖小 就 是 智障 柯黑 最 愛 的 雜種,0.09090909090909091,0.18181818181818182,2.6999999999999997
腦 與 雜種 腦 的 猩猩 相惜,0.0,0.0,0.0
宅 神 在 旁 一 臉 諷刺 臉,0.0,0.125,0.5
自己 把 球 舉 得 那麼 高 lol,0.0,0.0,0.0
談 ecmp 應 該 要 邀請 楊 憲 宏,0.0,0.0,0.0
笑死,1.0,0.0,1.1
小丑,0.0,0.0,0.0
王 肯定 吃 虧 啊 跟 醫生 辯 什麼,0.1111111111111111,0.0,1.45
一心 一 意 只 想著 抹黑 的 政 客,0.0,0.1111111111111111,0.55
白吃政 課,0.0,0.0,0.0
使用 太多 不 就病 人 太多 阿不然 都 不要 用,0.0,0.1,0.75
綠色 邱 疫 不意 外,0.0,0.0,0.0
一 群 文組 獨吱 敗類,0.0,0.0,0.0
智障,0.0,1.0,0.44999999999999996
自己 要 在 台大 醫生 前 唬 爛 被 電爆 剛 好 而已,0.07692307692307693,0.07692307692307693,1.9
一 群 智障 看到 這些 議員 表現 還 在 講 跟 dpp 無關,0.0,0.15384615384615385,1.3499999999999999
